candidate,votes,election_day,absentee
Total .  .  .  .  .  .  .  .  .  .,354,340,14
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 33RD D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Frank Dermody (DEM) .  .  .  .  .  .  .  .,228,218,10
Joshua R Nulph (REP).  .  .  .  .  .  .  .,129,125,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,357,343,14
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
0400 ARONA BOROUGH,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,217,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,114,109,5
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,19,18,1
Republican (REP) .  .  .  .  .  .  .  .  .,41,41,0
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,60,59,1
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,46,44,2
Lou Barletta (REP)  .  .  .  .  .  .  .  .,61,59,2
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,0,0,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,5,4,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,112,107,5
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,48,47,1
Scott R Wagner (REP).  .  .  .  .  .  .  .,62,59,3
Paul Glover (GRN).  .  .  .  .  .  .  .  .,2,2,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,1,0,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,114,109,5
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,36,35,1
Guy Reschenthaler (REP).  .  .  .  .  .  .,76,72,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,112,107,5
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 58TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Mary Popovich (DEM) .  .  .  .  .  .  .  .,34,32,2
Justin Walsh (REP)  .  .  .  .  .  .  .  .,79,76,3
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,113,108,5
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
0500 AVONMORE BOROUGH,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,583,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,316,305,9
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,103,101,2
Republican (REP) .  .  .  .  .  .  .  .  .,81,77,4
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,184,178,6
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,176,172,4
Lou Barletta (REP)  .  .  .  .  .  .  .  .,132,126,5
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,2,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,2,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,312,301,9
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,180,176,3
Scott R Wagner (REP).  .  .  .  .  .  .  .,132,125,6
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,0,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,313,302,9
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,162,159,3
Guy Reschenthaler (REP).  .  .  .  .  .  .,147,139,6
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,309,298,9
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 55TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Joseph A Petrarca (DEM).  .  .  .  .  .  .,246,240,5
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,3,3,0
Total .  .  .  .  .  .  .  .  .  .,249,243,5
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
0603 BELL TWP - PERRYSVILLE,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,861,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,529,506,23
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,83,79,4
Republican (REP) .  .  .  .  .  .  .  .  .,198,186,12
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,282,266,16
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,172,166,6
Lou Barletta (REP)  .  .  .  .  .  .  .  .,345,328,17
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,5,5,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,523,500,23
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,170,164,6
Scott R Wagner (REP).  .  .  .  .  .  .  .,350,334,16
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,4,3,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,525,502,23
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,155,149,6
Guy Reschenthaler (REP).  .  .  .  .  .  .,369,352,17
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,524,501,23
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 55TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Joseph A Petrarca (DEM).  .  .  .  .  .  .,313,305,8
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,13,12,1
Total .  .  .  .  .  .  .  .  .  .,326,317,9
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
0606 BELL TWP - ROARING RUN,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,352,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,225,214,11
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,42,38,4
Republican (REP) .  .  .  .  .  .  .  .  .,80,77,3
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,122,115,7
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,88,83,5
Lou Barletta (REP)  .  .  .  .  .  .  .  .,131,125,6
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,0,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,220,209,11
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,95,90,5
Scott R Wagner (REP).  .  .  .  .  .  .  .,121,115,6
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,1,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,219,208,11
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,78,73,5
Guy Reschenthaler (REP).  .  .  .  .  .  .,139,133,6
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,218,207,11
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 55TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Joseph A Petrarca (DEM).  .  .  .  .  .  .,141,137,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,6,6,0
Total .  .  .  .  .  .  .  .  .  .,147,143,4
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
0609 BELL TWP - SALINA,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,277,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,162,157,5
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,30,29,1
Republican (REP) .  .  .  .  .  .  .  .  .,44,43,1
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,75,73,2
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,74,71,3
Lou Barletta (REP)  .  .  .  .  .  .  .  .,83,81,2
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,2,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,160,155,5
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,75,72,3
Scott R Wagner (REP).  .  .  .  .  .  .  .,81,79,2
Paul Glover (GRN).  .  .  .  .  .  .  .  .,0,0,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,159,154,5
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,55,52,3
Guy Reschenthaler (REP).  .  .  .  .  .  .,98,96,2
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,154,149,5
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 55TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Joseph A Petrarca (DEM).  .  .  .  .  .  .,116,113,3
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,6,6,0
Total .  .  .  .  .  .  .  .  .  .,122,119,3
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
0700 BOLIVAR BOROUGH,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,259,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,131,131,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,21,21,0
Republican (REP) .  .  .  .  .  .  .  .  .,30,30,0
Green Party (GRN).  .  .  .  .  .  .  .  .,1,1,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,52,52,0
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,71,71,0
Lou Barletta (REP)  .  .  .  .  .  .  .  .,48,48,0
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,6,6,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,126,126,0
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,71,71,0
Scott R Wagner (REP).  .  .  .  .  .  .  .,54,54,0
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,5,5,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,131,131,0
,,,
,,,
REPRESENTATIVE IN CONGRESS 13TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Brent Ottaway (DEM) .  .  .  .  .  .  .  .,53,53,0
John Joyce (REP) .  .  .  .  .  .  .  .  .,69,69,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,122,122,0
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 59TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Clare Dooley (DEM)  .  .  .  .  .  .  .  .,41,41,0
Mike Reese (REP) .  .  .  .  .  .  .  .  .,85,85,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,126,126,0
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
0800 COOK TWP,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,411",,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,847,804,43
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,124,112,12
Republican (REP) .  .  .  .  .  .  .  .  .,363,345,18
Green Party (GRN).  .  .  .  .  .  .  .  .,2,2,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,489,459,30
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,274,255,19
Lou Barletta (REP)  .  .  .  .  .  .  .  .,542,521,21
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,7,7,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,8,5,3
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,831,788,43
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,291,271,20
Scott R Wagner (REP).  .  .  .  .  .  .  .,534,512,22
Paul Glover (GRN).  .  .  .  .  .  .  .  .,6,6,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,6,5,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,837,794,43
,,,
,,,
REPRESENTATIVE IN CONGRESS 13TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Brent Ottaway (DEM) .  .  .  .  .  .  .  .,235,215,20
John Joyce (REP) .  .  .  .  .  .  .  .  .,592,569,23
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,827,784,43
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 59TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Clare Dooley (DEM)  .  .  .  .  .  .  .  .,202,185,17
Mike Reese (REP) .  .  .  .  .  .  .  .  .,637,612,25
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,839,797,42
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
0900 DELMONT BOROUGH,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,933",,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,"1,212","1,166",44
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,232,215,17
Republican (REP) .  .  .  .  .  .  .  .  .,436,427,9
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,669,643,26
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,494,470,24
Lou Barletta (REP)  .  .  .  .  .  .  .  .,686,666,19
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,7,7,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,14,14,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,"1,202","1,158",43
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,541,516,25
Scott R Wagner (REP).  .  .  .  .  .  .  .,647,627,18
Paul Glover (GRN).  .  .  .  .  .  .  .  .,6,6,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,11,10,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,"1,205","1,159",44
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,456,433,23
Guy Reschenthaler (REP).  .  .  .  .  .  .,749,726,21
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,"1,206","1,160",44
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 57TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Collin Warren (DEM) .  .  .  .  .  .  .  .,415,393,22
Eric Nelson (REP).  .  .  .  .  .  .  .  .,782,759,22
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,4,4,0
Total .  .  .  .  .  .  .  .  .  .,"1,201","1,156",44
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
1010 DERRY BOROUGH - 1st WARD,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,560,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,304,295,9
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,79,76,3
Republican (REP) .  .  .  .  .  .  .  .  .,97,95,2
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,176,171,5
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,147,141,6
Lou Barletta (REP)  .  .  .  .  .  .  .  .,146,143,3
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,2,2,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,5,5,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,300,291,9
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,160,154,6
Scott R Wagner (REP).  .  .  .  .  .  .  .,139,136,3
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,303,294,9
,,,
,,,
REPRESENTATIVE IN CONGRESS 13TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Brent Ottaway (DEM) .  .  .  .  .  .  .  .,129,124,5
John Joyce (REP) .  .  .  .  .  .  .  .  .,166,162,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,295,286,9
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 55TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Joseph A Petrarca (DEM).  .  .  .  .  .  .,225,218,7
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,4,4,0
Total .  .  .  .  .  .  .  .  .  .,229,222,7
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
1020 DERRY BOROUGH - 2nd WARD,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,394,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,195,186,8
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,43,41,2
Republican (REP) .  .  .  .  .  .  .  .  .,66,66,0
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,110,108,2
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,76,71,4
Lou Barletta (REP)  .  .  .  .  .  .  .  .,114,111,3
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,2,2,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,3,2,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,195,186,8
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,69,64,4
Scott R Wagner (REP).  .  .  .  .  .  .  .,119,116,3
Paul Glover (GRN).  .  .  .  .  .  .  .  .,4,4,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,2,1,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,194,185,8
,,,
,,,
REPRESENTATIVE IN CONGRESS 13TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Brent Ottaway (DEM) .  .  .  .  .  .  .  .,64,59,4
John Joyce (REP) .  .  .  .  .  .  .  .  .,127,123,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,192,183,8
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 55TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Joseph A Petrarca (DEM).  .  .  .  .  .  .,138,131,6
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0
Total .  .  .  .  .  .  .  .  .  .,140,133,6
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
1030 DERRY BOROUGH - 3rd WARD,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,283,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,142,139,3
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,26,25,1
Republican (REP) .  .  .  .  .  .  .  .  .,51,50,1
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,77,75,2
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,54,53,1
Lou Barletta (REP)  .  .  .  .  .  .  .  .,83,82,1
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,0,1
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,2,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,140,137,3
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,58,57,1
Scott R Wagner (REP).  .  .  .  .  .  .  .,82,81,1
Paul Glover (GRN).  .  .  .  .  .  .  .  .,0,0,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,2,1,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,142,139,3
,,,
,,,
REPRESENTATIVE IN CONGRESS 13TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Brent Ottaway (DEM) .  .  .  .  .  .  .  .,47,46,1
