candidate,votes,election_day,absentee,provisional
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,16,16,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,4,4,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,643,611,32,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,"1,200","1,155",44,1
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,15,14,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 14TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
AMY FAZIO (DEM)  .  .  .  .  .  .  .  .  .,657,624,33,0
JIM MARSHALL (REP)  .  .  .  .  .  .  .  .,"1,197","1,156",40,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,3,3,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0040-01,,,,
,,,,
0040 JEFFERSON TOWNSHIP 1,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,810",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,"1,129","1,075",53,1
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,130,113,16,1
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,483,462,21,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,5,5,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",323,300,22,1
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,776,746,30,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,7,6,1,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",12,12,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,348,325,22,1
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,748,717,31,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,5,5,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,19,19,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,288,268,19,1
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,809,778,31,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,4,3,1,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,1,1,0,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,11,10,1,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,0,0,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
BRIAN ELLIS (REP).  .  .  .  .  .  .  .  .,864,831,33,0
SAMUEL DOCTOR (IND) .  .  .  .  .  .  .  .,172,167,4,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0041-01,,,,
,,,,
0041 JEFFERSON TOWNSHIP 2,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,645",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,"1,054","1,027",26,1
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,120,118,2,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,400,386,14,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,7,7,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",332,326,6,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,688,668,19,1
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,7,7,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",17,16,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,361,355,6,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,665,645,19,1
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,7,7,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,15,14,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,139,136,3,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,389,377,12,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,150,146,4,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,360,353,6,1
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,10,9,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
BRIAN ELLIS (REP).  .  .  .  .  .  .  .  .,801,782,19,0
SAMUEL DOCTOR (IND) .  .  .  .  .  .  .  .,184,178,5,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0042-01,,,,
,,,,
0042 LANCASTER TOWNSHIP,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,962",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,"1,355","1,282",73,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,181,165,16,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,534,498,36,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,1,1,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",441,420,21,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,886,835,51,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,4,4,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",14,13,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,471,447,24,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,851,806,45,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,6,6,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,15,13,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,410,387,23,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,931,882,49,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,8,7,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 14TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
AMY FAZIO (DEM)  .  .  .  .  .  .  .  .  .,431,409,22,0
JIM MARSHALL (REP)  .  .  .  .  .  .  .  .,912,866,46,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0043-01,,,,
,,,,
0043 MARION TOWNSHIP,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,694,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,436,424,12,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,64,64,0,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,180,176,4,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",147,144,3,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,282,273,9,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,2,2,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",0,0,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,151,146,5,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,278,271,7,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,2,2,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,3,3,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,153,149,4,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,278,270,8,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,3,3,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 8TH LE,GISLATI,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
LISA BOEVING-LEARNED (DEM).  .  .  .  .  .,125,123,2,0
TEDD NESBIT (REP).  .  .  .  .  .  .  .  .,308,298,10,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0044-01,,,,
,,,,
0044 MERCER TOWNSHIP,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,675,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,438,425,13,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,46,44,2,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,210,205,5,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,2,2,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",118,113,5,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,297,291,6,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,5,5,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",14,13,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,123,117,6,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,294,289,5,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,7,7,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,12,11,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,112,106,6,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,313,307,6,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,10,10,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 8TH LE,GISLATI,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
LISA BOEVING-LEARNED (DEM).  .  .  .  .  .,104,99,5,0
TEDD NESBIT (REP).  .  .  .  .  .  .  .  .,330,323,7,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0045-01,,,,
,,,,
0045 MIDDLESEX TOWNSHIP NORTH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,977",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,"1,336","1,272",64,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,198,188,10,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,485,459,26,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",455,433,22,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,842,800,42,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,11,11,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",19,19,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,495,469,26,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,812,776,36,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,9,8,1,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,15,15,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,410,388,22,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,898,857,41,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,15,15,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 12TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
"DANIEL B SMITH, JR (DEM)  .  .  .  .  .  .",464,440,24,0
DARYL METCALFE (REP).  .  .  .  .  .  .  .,851,813,38,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,4,4,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0046-01,,,,
,,,,
0046 MIDDLESEX TOWNSHIP SOUTH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"2,304",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,"1,502","1,454",48,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,262,252,10,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,526,509,17,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,1,1,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",558,538,20,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,905,878,27,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,10,10,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",17,17,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,632,614,18,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,836,809,27,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,7,6,1,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,15,14,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,538,518,20,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,935,908,27,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,16,16,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 12TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
"DANIEL B SMITH, JR (DEM)  .  .  .  .  .  .",577,561,16,0
DARYL METCALFE (REP).  .  .  .  .  .  .  .,913,884,29,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0047-01,,,,
,,,,
0047 MUDDYCREEK TOWNSHIP,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,408",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,929,904,25,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,99,97,2,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,453,442,11,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",243,233,10,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,665,651,14,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,4,3,1,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",11,11,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,264,253,11,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,648,634,14,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,7,7,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,8,8,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,214,208,6,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,701,684,17,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,12,10,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 8TH LE,GISLATI,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
LISA BOEVING-LEARNED (DEM).  .  .  .  .  .,202,194,8,0
TEDD NESBIT (REP).  .  .  .  .  .  .  .  .,718,702,16,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0048-01,,,,
,,,,
0048 OAKLAND TOWNSHIP,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,805",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,"1,157","1,127",29,1
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,106,103,3,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,449,437,11,1
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,7,7,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",379,368,11,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,743,724,18,1
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,9,9,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",16,16,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,388,380,8,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,733,711,21,1
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,17,17,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,11,11,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,3,3,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,314,303,11,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,831,812,18,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
BRIAN ELLIS (REP).  .  .  .  .  .  .  .  .,859,835,23,1
SAMUEL DOCTOR (IND) .  .  .  .  .  .  .  .,240,236,4,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0049-01,,,,
,,,,
0049 PARKER TOWNSHIP,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
